,pcode,domain,depth,complexity,difficulty,error,answer,correct
595,595,"[('도형의 방정식', '평면좌표', '좌표와 자취')]",3,1,50,0,3,0
596,596,"[('실수와 허수', '복소수', '허수와 복소수')]",3,1,51,0,1,1
597,597,"[('경우의 수', '경우의 수', '경우의 수')]",3,1,13,0,4,1
598,598,"[('실수와 허수', '복소수', '복소수의 연산')]",3,1,57,0,4,1
599,599,"[('도형의 방정식', '직선의 방정식', '정점을 지나는 직선'), ('실수와 허수', '복소수', '복소수의 연산')]",3,2,45,0,3,1
600,600,"[('다항식', '다항식의 연산', '다항식의 곱셈, 나눗셈'), ('다항식', '나머지 정리', '인수정리와 고차식의 인수분해')]",3,2,35,0,2,0
601,601,"[('경우의 수', '경우의 수', '경우의 수')]",3,1,32,0,2,1
602,602,"[('경우의 수', '순열과 조합', '순열')]",3,1,20,0,1,1
603,603,"[('도형의 방정식', '원의 방정식', '원과 직선의 위치 관계')]",3,1,27,0,3,1
604,604,"[('방정식과 부등식', '일차부등식과 연립일차부등식', '연립일차부등식의 해법')]",3,1,61,0,3,0
605,605,"[('도형의 방정식', '원의 방정식', '두 원의 위치 관계')]",3,1,63,0,2,0
606,606,"[('실수와 허수', '실수', '제곱근, 세제곱근과 그 연산'), ('실수와 허수', '복소수', '허수와 복소수'), ('도형의 방정식', '평면좌표', '선분의 내분점과 외분점')]",3,3,85,0,1,0
607,607,"[('실수와 허수', '실수', '실수')]",3,1,12,0,4,1
608,608,"[('실수와 허수', '복소수', '허수와 복소수')]",3,1,35,0,3,0
609,609,"[('실수와 허수', '실수', '실수')]",3,1,26,0,2,1
610,610,"[('집합과 명제', '명제의 증명', '절대부등식의 활용'), ('집합과 명제', '명제의 증명', '절대부등식의 증명'), ('다항식', '항등식과 미정계수', '항등식의 성질과 미정계수법')]",3,3,77,0,2,0
611,611,"[('다항식', '나머지 정리', '인수정리와 고차식의 인수분해')]",3,1,8,0,1,1
612,612,"[('다항식', '다항식의 연산', '다항식의 정리'), ('실수와 허수', '복소수', '허수와 복소수'), ('함수', '합성함수와 역함수', '역함수')]",3,3,72,0,1,1
613,613,"[('다항식', '나머지 정리', '나머지 정리')]",3,1,56,0,4,1
614,614,"[('다항식', '항등식과 미정계수', '다항식의 나눗셈과 항등식')]",3,1,64,0,4,1
615,615,"[('경우의 수', '순열과 조합', '순열')]",3,1,58,0,3,0
616,616,"[('실수와 허수', '실수', '실수')]",3,1,19,0,4,1
617,617,"[('경우의 수', '순열과 조합', '순열')]",3,1,9,0,4,1
618,618,"[('다항식', '다항식의 연산', '다항식의 덧셈, 뺄셈')]",3,1,65,0,1,1
619,619,"[('다항식', '나머지 정리', '나머지 정리')]",3,1,58,0,4,1
620,620,"[('도형의 방정식', '직선의 방정식', '직선의 방정식')]",3,1,50,0,4,1
621,621,"[('도형의 방정식', '직선의 방정식', '방정식의 그래프')]",3,1,15,0,3,1
622,622,"[('집합과 명제', '명제의 증명', '명제의 증명')]",3,1,20,0,2,1
623,623,"[('도형의 방정식', '직선의 방정식', '두 직선의 위치 관계')]",3,1,13,0,2,1
624,624,"[('다항식', '나머지 정리', '나머지 정리')]",3,1,49,0,3,1
625,625,"[('다항식', '나머지 정리', '나머지 정리'), ('도형의 방정식', '원의 방정식', '원과 직선의 위치 관계'), ('경우의 수', '순열과 조합', '순열')]",3,3,64,0,2,1
626,626,"[('도형의 방정식', '도형의 이동', '평행이동'), ('경우의 수', '순열과 조합', '순열')]",3,2,69,0,2,0
627,627,"[('함수', '유리함수의 그래프', '유리식')]",3,1,38,0,3,0
628,628,"[('실수와 허수', '복소수', '허수와 복소수')]",3,1,60,0,3,1
629,629,"[('경우의 수', '경우의 수', '경우의 수')]",3,1,21,0,4,1
630,630,"[('집합과 명제', '명제와 조건', '명제와 조건')]",3,1,9,0,3,1
631,631,"[('경우의 수', '경우의 수', '경우의 수')]",3,1,23,0,3,1
632,632,"[('집합과 명제', '명제와 조건', '명제와 조건'), ('방정식과 부등식', '이차방정식의 판별식', '판별식의 활용'), ('경우의 수', '경우의 수', '경우의 수')]",3,3,71,0,2,1
633,633,"[('경우의 수', '경우의 수', '경우의 수')]",3,1,41,0,3,0
634,634,"[('실수와 허수', '복소수', '복소수의 연산')]",3,1,14,0,3,0
635,635,"[('실수와 허수', '복소수', '복소수의 연산')]",3,1,38,0,3,1
636,636,"[('실수와 허수', '복소수', '허수와 복소수')]",3,1,16,0,3,1
637,637,"[('집합과 명제', '집합', '집합의 포함 관계')]",3,1,25,0,1,0
638,638,"[('다항식', '인수분해', '인수분해의 기본 공식'), ('다항식', '인수분해', '다항식의 최대공약수와 최소공배수'), ('경우의 수', '경우의 수', '경우의 수')]",3,3,43,0,1,0
639,639,"[('집합과 명제', '집합', '집합과 원소')]",3,1,24,0,2,1
640,640,"[('경우의 수', '순열과 조합', '조합')]",3,1,27,0,4,1
641,641,"[('다항식', '나머지 정리', '인수정리와 고차식의 인수분해')]",3,1,11,0,2,1
642,642,"[('집합과 명제', '명제의 증명', '절대부등식의 활용')]",3,1,36,0,4,1
643,643,"[('집합과 명제', '집합의 연산법칙', '집합의 연산법칙')]",3,1,55,0,1,0
644,644,"[('함수', '유리함수의 그래프', '유리식')]",3,1,31,0,4,1
645,645,"[('집합과 명제', '집합의 연산법칙', '집합의 연산법칙')]",3,1,43,0,4,0
646,646,"[('다항식', '항등식과 미정계수', '다항식의 나눗셈과 항등식'), ('방정식과 부등식', '이차방정식과 이차함수', '이차방정식과 이차함수의 관계'), ('함수', '다항함수의 그래프', '일차함수의 그래프')]",3,3,65,0,4,0
647,647,"[('경우의 수', '순열과 조합', '순열')]",3,1,14,0,4,1
648,648,"[('실수와 허수', '복소수', '복소수의 연산')]",3,1,33,0,1,1
649,649,"[('다항식', '항등식과 미정계수', '다항식의 나눗셈과 항등식'), ('집합과 명제', '집합', '집합과 원소'), ('함수', '함수', '함수')]",3,3,82,0,2,1
650,650,"[('실수와 허수', '복소수', '복소수의 연산')]",3,1,24,0,3,1
651,651,"[('도형의 방정식', '원의 방정식', '원과 직선의 위치 관계')]",3,1,20,0,1,1
652,652,"[('경우의 수', '순열과 조합', '조합')]",3,1,48,0,4,1
653,653,"[('다항식', '인수분해', '다항식의 최대공약수와 최소공배수')]",3,1,21,0,2,1
654,654,"[('방정식과 부등식', '최대와 최소', '판별식을 이용하는 최대와 최소')]",3,1,12,0,2,1
655,655,"[('다항식', '항등식과 미정계수', '항등식의 성질과 미정계수법')]",3,1,5,0,2,1
656,656,"[('경우의 수', '순열과 조합', '조합')]",3,1,12,0,1,0
657,657,"[('함수', '합성함수와 역함수', '역함수')]",3,1,59,0,3,1
658,658,"[('함수', '합성함수와 역함수', '합성함수')]",3,1,33,0,3,1
659,659,"[('집합과 명제', '명제와 조건', '명제와 조건')]",3,1,55,0,2,0
660,660,"[('실수와 허수', '실수', '정수의 분류'), ('경우의 수', '경우의 수', '경우의 수')]",3,2,29,0,3,1
661,661,"[('도형의 방정식', '평면좌표', '선분의 내분점과 외분점')]",3,1,15,0,3,0
662,662,"[('집합과 명제', '명제와 조건', '명제와 조건'), ('함수', '무리함수의 그래프', '무리식')]",3,2,46,0,2,1
663,663,"[('방정식과 부등식', '일차, 이차방정식', '이차방정식의 해법')]",3,1,37,0,4,1
664,664,"[('도형의 방정식', '직선의 방정식', '직선의 방정식')]",3,1,8,0,2,1
665,665,"[('다항식', '항등식과 미정계수', '항등식의 성질과 미정계수법')]",3,1,65,0,4,1
666,666,"[('도형의 방정식', '도형의 이동', '대칭이동')]",3,1,12,0,1,1
667,667,"[('집합과 명제', '명제의 증명', '명제의 증명')]",3,1,28,0,3,1
668,668,"[('방정식과 부등식', '이차방정식의 판별식', '이차방정식의 판별식'), ('방정식과 부등식', '이차방정식의 판별식', '이차방정식의 판별식'), ('다항식', '나머지 정리', '나머지 정리')]",3,3,73,0,4,1
669,669,"[('다항식', '나머지 정리', '인수정리와 고차식의 인수분해')]",3,1,32,0,2,1
670,670,"[('함수', '무리함수의 그래프', '무리함수의 그래프')]",3,1,12,0,1,0
671,671,"[('방정식과 부등식', '삼차방정식과 사차방정식', '삼차방정식의 근과 계수의 관계'), ('집합과 명제', '집합', '집합의 포함 관계')]",3,2,56,0,2,1
672,672,"[('경우의 수', '순열과 조합', '조합')]",3,1,8,0,2,1
673,673,"[('방정식과 부등식', '일차, 이차방정식', '이차방정식의 해법')]",3,1,16,0,3,1
674,674,"[('다항식', '항등식과 미정계수', '다항식의 나눗셈과 항등식')]",3,1,18,0,4,0
675,675,"[('다항식', '다항식의 연산', '다항식의 덧셈, 뺄셈')]",3,1,60,0,2,1
676,676,"[('다항식', '항등식과 미정계수', '다항식의 나눗셈과 항등식')]",3,1,49,0,2,1
677,677,"[('경우의 수', '경우의 수', '경우의 수')]",3,1,20,0,2,1
678,678,"[('도형의 방정식', '원의 방정식', '두 원의 위치 관계')]",3,1,46,0,3,1
679,679,"[('도형의 방정식', '직선의 방정식', '방정식의 그래프'), ('집합과 명제', '집합의 연산법칙', '유한집합의 원소의 개수')]",3,2,57,0,2,1
680,680,"[('경우의 수', '경우의 수', '경우의 수'), ('방정식과 부등식', '삼차방정식과 사차방정식', '삼차방정식의 근과 계수의 관계')]",3,2,71,0,4,0
681,681,"[('실수와 허수', '복소수', '복소수의 연산'), ('방정식과 부등식', '이차방정식의 판별식', '이차방정식의 판별식')]",3,2,66,0,4,0
682,682,"[('실수와 허수', '복소수', '복소수의 연산')]",3,1,63,0,3,1
683,683,"[('방정식과 부등식', '이차부등식과 연립이차부등식', '이차부등식의 해법')]",3,1,8,0,2,0
684,684,"[('도형의 방정식', '도형의 이동', '대칭이동')]",3,1,55,0,4,0
685,685,"[('도형의 방정식', '원의 방정식', '원의 방정식')]",3,1,22,0,4,1
686,686,"[('실수와 허수', '실수', '실수'), ('다항식', '나머지 정리', '인수정리와 고차식의 인수분해')]",3,2,64,0,2,0
687,687,"[('경우의 수', '경우의 수', '경우의 수')]",3,1,22,0,3,0
688,688,"[('경우의 수', '순열과 조합', '순열')]",3,1,65,0,1,1
689,689,"[('집합과 명제', '집합의 연산법칙', '유한집합의 원소의 개수')]",3,1,6,0,2,1
690,690,"[('집합과 명제', '명제의 증명', '절대부등식의 증명')]",3,1,41,0,1,1
691,691,"[('도형의 방정식', '직선의 방정식', '방정식의 그래프')]",3,1,13,0,4,0
692,692,"[('도형의 방정식', '직선의 방정식', '두 직선의 위치 관계')]",3,1,24,0,1,1
693,693,"[('방정식과 부등식', '최대와 최소', '판별식을 이용하는 최대와 최소')]",3,1,22,0,4,1
694,694,"[('방정식과 부등식', '이차방정식의 근과 계수의 관계', '이차방정식의 근과 계수의 관계')]",3,1,33,0,2,1
695,695,"[('방정식과 부등식', '최대와 최소', '판별식을 이용하는 최대와 최소')]",3,1,21,0,3,1
696,696,"[('실수와 허수', '복소수', '복소수의 연산')]",3,1,54,0,1,0
697,697,"[('함수', '유리함수의 그래프', '유리함수의 그래프')]",3,1,35,0,1,0
698,698,"[('집합과 명제', '명제의 증명', '절대부등식의 증명')]",3,1,17,0,3,1
699,699,"[('경우의 수', '순열과 조합', '조합')]",3,1,28,0,4,0
700,700,"[('실수와 허수', '복소수', '복소수의 연산')]",3,1,47,0,4,1
701,701,"[('함수', '유리함수의 그래프', '유리식')]",3,1,39,0,1,0
702,702,"[('다항식', '나머지 정리', '인수정리와 고차식의 인수분해')]",3,1,60,0,3,0
703,703,"[('함수', '합성함수와 역함수', '역함수')]",3,1,23,0,4,1
704,704,"[('집합과 명제', '명제의 증명', '명제의 증명'), ('함수', '합성함수와 역함수', '합성함수'), ('경우의 수', '순열과 조합', '조합')]",3,3,85,0,3,1
705,705,"[('집합과 명제', '명제의 증명', '절대부등식의 증명')]",3,1,22,0,1,1
706,706,"[('집합과 명제', '집합', '집합과 원소')]",3,1,25,0,3,1
707,707,"[('도형의 방정식', '직선의 방정식', '직선의 방정식'), ('방정식과 부등식', '연립방정식', '공통근'), ('방정식과 부등식', '이차방정식과 이차함수', '포물선과 직선의 위치 관계')]",3,3,57,0,1,1
708,708,"[('방정식과 부등식', '삼차방정식과 사차방정식', '삼차방정식과 사차방정식의 해법')]",3,1,56,0,2,1
709,709,"[('다항식', '나머지 정리', '인수정리와 고차식의 인수분해'), ('방정식과 부등식', '일차, 이차방정식', '일차방정식의 해법'), ('실수와 허수', '복소수', '복소수의 연산')]",3,3,73,0,2,0
710,710,"[('집합과 명제', '명제와 조건', '명제와 조건')]",3,1,17,0,1,1
711,711,"[('도형의 방정식', '평면좌표', '좌표와 자취'), ('실수와 허수', '실수', '실수'), ('함수', '합성함수와 역함수', '역함수')]",3,3,41,0,3,1
712,712,"[('함수', '합성함수와 역함수', '역함수')]",3,1,6,0,3,1
713,713,"[('실수와 허수', '복소수', '복소수의 연산')]",3,1,39,0,1,1
714,714,"[('다항식', '인수분해', '기본 공식의 활용')]",3,1,12,0,2,1
715,715,"[('실수와 허수', '복소수', '복소수의 연산')]",3,1,42,0,2,0
716,716,"[('함수', '다항함수의 그래프', '간단한 삼차함수의 그래프')]",3,1,65,0,2,0
717,717,"[('집합과 명제', '집합', '합집합, 교집합, 여집합, 차집합'), ('도형의 방정식', '원의 방정식', '두 원의 위치 관계')]",3,2,56,0,2,1
718,718,"[('함수', '합성함수와 역함수', '합성함수')]",3,1,10,0,3,0
719,719,"[('실수와 허수', '실수', '실수')]",3,1,19,0,4,1
720,720,"[('방정식과 부등식', '이차방정식의 판별식', '판별식의 활용')]",3,1,57,0,4,0
721,721,"[('함수', '유리함수의 그래프', '유리함수의 그래프')]",3,1,46,0,2,0
722,722,"[('집합과 명제', '집합의 연산법칙', '집합의 연산법칙')]",3,1,33,0,2,1
723,723,"[('도형의 방정식', '도형의 이동', '평행이동'), ('도형의 방정식', '도형의 이동', '평행이동')]",3,2,41,0,1,0
724,724,"[('방정식과 부등식', '일차, 이차방정식', '이차방정식의 해법')]",3,1,62,0,1,1
725,725,"[('함수', '함수', '함수')]",3,1,26,0,2,1
726,726,"[('도형의 방정식', '원의 방정식', '두 원의 위치 관계')]",3,1,50,0,4,0
727,727,"[('도형의 방정식', '도형의 이동', '평행이동')]",3,1,48,0,1,1
728,728,"[('도형의 방정식', '직선의 방정식', '정점을 지나는 직선')]",3,1,35,0,3,1
729,729,"[('함수', '다항함수의 그래프', '절댓값 기호가 있는 방정식의 그래프')]",3,1,25,0,4,1
730,730,"[('경우의 수', '경우의 수', '경우의 수')]",3,1,20,0,1,0
731,731,"[('다항식', '다항식의 연산', '곱셈공식')]",3,1,20,0,1,1
732,732,"[('다항식', '나머지 정리', '인수정리와 고차식의 인수분해'), ('경우의 수', '순열과 조합', '조합'), ('실수와 허수', '복소수', '허수와 복소수')]",3,3,40,0,2,0
733,733,"[('실수와 허수', '복소수', '복소수의 연산')]",3,1,27,0,4,0
734,734,"[('방정식과 부등식', '이차방정식의 판별식', '이차방정식의 판별식'), ('방정식과 부등식', '이차부등식과 연립이차부등식', '연립이차부등식의 해법')]",3,2,32,0,3,1
735,735,"[('다항식', '인수분해', '다항식의 최대공약수와 최소공배수')]",3,1,17,0,3,1
736,736,"[('실수와 허수', '실수', '제곱근, 세제곱근과 그 연산')]",3,1,52,0,3,1
737,737,"[('도형의 방정식', '원의 방정식', '두 원의 위치 관계')]",3,1,14,0,4,1
738,738,"[('방정식과 부등식', '이차방정식의 판별식', '판별식의 활용'), ('방정식과 부등식', '삼차방정식과 사차방정식', '삼차방정식과 사차방정식의 해법')]",3,2,53,0,1,0
739,739,"[('함수', '다항함수의 그래프', '절댓값 기호가 있는 방정식의 그래프')]",3,1,30,0,4,0
740,740,"[('경우의 수', '경우의 수', '경우의 수')]",3,1,48,0,2,1
741,741,"[('방정식과 부등식', '일차부등식과 연립일차부등식', '여러 가지 부등식')]",3,1,49,0,3,1
742,742,"[('도형의 방정식', '직선의 방정식', '자취 문제(직선)')]",3,1,55,0,2,0
743,743,"[('다항식', '인수분해', '다항식의 최대공약수와 최소공배수')]",3,1,37,0,2,1
744,744,"[('집합과 명제', '명제와 조건', '명제와 조건')]",3,1,30,0,2,1
745,745,"[('집합과 명제', '집합', '집합과 원소')]",3,1,25,0,4,1
746,746,"[('실수와 허수', '복소수', '허수와 복소수')]",3,1,22,0,2,1
747,747,"[('경우의 수', '순열과 조합', '조합')]",3,1,48,0,2,1
748,748,"[('도형의 방정식', '도형의 이동', '평행이동')]",3,1,37,0,3,1
749,749,"[('실수와 허수', '복소수', '복소수의 연산')]",3,1,50,0,4,0
750,750,"[('경우의 수', '경우의 수', '경우의 수')]",3,1,27,0,3,1
751,751,"[('함수', '다항함수의 그래프', '절댓값 기호가 있는 방정식의 그래프')]",3,1,54,0,1,1
752,752,"[('경우의 수', '경우의 수', '경우의 수')]",3,1,62,0,4,0
753,753,"[('방정식과 부등식', '이차방정식의 근과 계수의 관계', '이차방정식의 실근의 부호')]",3,1,6,0,2,1
754,754,"[('방정식과 부등식', '일차, 이차방정식', '이차방정식의 해법')]",3,1,18,0,1,1
755,755,"[('경우의 수', '경우의 수', '경우의 수')]",3,1,11,0,3,1
756,756,"[('실수와 허수', '복소수', '허수와 복소수'), ('도형의 방정식', '평면좌표', '선분의 내분점과 외분점')]",3,2,31,0,2,1
757,757,"[('실수와 허수', '복소수', '허수와 복소수')]",3,1,54,0,3,1
758,758,"[('경우의 수', '순열과 조합', '조합')]",3,1,15,0,2,1
759,759,"[('다항식', '다항식의 연산', '곱셈공식')]",3,1,12,0,1,1
760,760,"[('도형의 방정식', '직선의 방정식', '두 직선의 위치 관계')]",3,1,20,0,1,1
761,761,"[('실수와 허수', '실수', '제곱근, 세제곱근과 그 연산')]",3,1,39,0,4,0
762,762,"[('방정식과 부등식', '최대와 최소', '이차함수의 최대와 최소')]",3,1,26,0,3,0
763,763,"[('도형의 방정식', '평면좌표', '좌표와 자취'), ('실수와 허수', '복소수', '복소수의 연산')]",3,2,39,0,3,0
764,764,"[('경우의 수', '경우의 수', '경우의 수')]",3,1,35,0,3,1
765,765,"[('방정식과 부등식', '이차방정식과 이차함수', '포물선과 직선의 위치 관계')]",3,1,27,0,1,1
766,766,"[('도형의 방정식', '직선의 방정식', '점과 직선 사이의 거리')]",3,1,61,0,3,1
767,767,"[('도형의 방정식', '평면좌표', '두 점 사이의 거리'), ('도형의 방정식', '도형의 이동', '평행이동')]",3,2,41,0,1,1
768,768,"[('방정식과 부등식', '삼차방정식과 사차방정식', '삼차방정식의 근과 계수의 관계')]",3,1,10,0,3,1
769,769,"[('실수와 허수', '실수', '실수')]",3,1,10,0,2,1
770,770,"[('집합과 명제', '명제의 증명', '절대부등식의 증명')]",3,1,54,0,3,1
771,771,"[('실수와 허수', '복소수', '복소수의 연산')]",3,1,35,0,2,1
772,772,"[('함수', '다항함수의 그래프', '절댓값 기호가 있는 방정식의 그래프')]",3,1,15,0,2,1
773,773,"[('경우의 수', '순열과 조합', '순열')]",3,1,59,0,2,0
774,774,"[('실수와 허수', '실수', '실수'), ('함수', '유리함수의 그래프', '유리식'), ('경우의 수', '경우의 수', '경우의 수')]",3,3,71,0,1,0
775,775,"[('다항식', '인수분해', '인수분해의 기본 공식')]",3,1,58,0,1,1
776,776,"[('다항식', '인수분해', '기본 공식의 활용')]",3,1,43,0,3,1
777,777,"[('도형의 방정식', '평면좌표', '두 점 사이의 거리')]",3,1,11,0,2,1
778,778,"[('경우의 수', '순열과 조합', '순열')]",3,1,21,0,4,1
779,779,"[('방정식과 부등식', '이차방정식의 근과 계수의 관계', '이차방정식의 근과 계수의 관계'), ('방정식과 부등식', '이차부등식과 연립이차부등식', '연립이차부등식의 해법'), ('함수', '합성함수와 역함수', '역함수')]",3,3,63,0,2,0
780,780,"[('방정식과 부등식', '최대와 최소', '판별식을 이용하는 최대와 최소')]",3,1,44,0,4,1
781,781,"[('함수', '무리함수의 그래프', '무리식'), ('방정식과 부등식', '연립방정식', '연립일차방정식의 해법'), ('방정식과 부등식', '일차부등식과 연립일차부등식', '연립일차부등식의 해법')]",3,3,45,0,1,0
782,782,"[('다항식', '다항식의 연산', '다항식의 덧셈, 뺄셈'), ('방정식과 부등식', '일차부등식과 연립일차부등식', '부등식의 성질과 일차부등식의 해법'), ('실수와 허수', '실수', '정수의 분류')]",3,3,68,0,3,1
783,783,"[('방정식과 부등식', '최대와 최소', '제한된 범위에서의 최대와 최소'), ('집합과 명제', '명제의 증명', '절대부등식의 증명')]",3,2,21,0,1,1
784,784,"[('경우의 수', '경우의 수', '경우의 수')]",3,1,16,0,4,1
785,785,"[('경우의 수', '경우의 수', '경우의 수')]",3,1,30,0,1,1
786,786,"[('실수와 허수', '복소수', '복소수의 연산')]",3,1,35,0,1,1
787,787,"[('경우의 수', '경우의 수', '경우의 수')]",3,1,49,0,4,0
788,788,"[('다항식', '항등식과 미정계수', '항등식의 성질과 미정계수법'), ('다항식', '다항식의 연산', '다항식의 곱셈, 나눗셈'), ('함수', '무리함수의 그래프', '무리식')]",3,3,76,0,1,1
789,789,"[('집합과 명제', '집합', '합집합, 교집합, 여집합, 차집합')]",3,1,33,0,4,0
790,790,"[('경우의 수', '순열과 조합', '순열'), ('집합과 명제', '집합의 연산법칙', '집합의 연산법칙'), ('경우의 수', '경우의 수', '경우의 수')]",3,3,42,0,1,1
791,791,"[('실수와 허수', '실수', '제곱근, 세제곱근과 그 연산')]",3,1,57,0,4,1
792,792,"[('경우의 수', '경우의 수', '경우의 수'), ('실수와 허수', '복소수', '복소수의 연산'), ('실수와 허수', '복소수', '복소수의 연산')]",3,3,47,0,1,1
793,793,"[('도형의 방정식', '직선의 방정식', '방정식의 그래프')]",3,1,48,0,1,1
