,pcode,domain,depth,complexity,difficulty,error,answer,correct
794,794,"[('방정식과 부등식', '연립방정식', '공통근')]",3,1,31,0,4,1
795,795,"[('경우의 수', '순열과 조합', '조합')]",3,1,40,0,4,1
796,796,"[('다항식', '나머지 정리', '나머지 정리')]",3,1,13,0,3,1
797,797,"[('집합과 명제', '명제와 조건', '충분조건, 필요조건'), ('다항식', '나머지 정리', '나머지 정리'), ('집합과 명제', '집합', '집합과 원소')]",3,3,71,0,3,1
798,798,"[('실수와 허수', '실수', '무리수가 서로 같을 조건')]",3,1,23,0,4,1
799,799,"[('함수', '함수', '함수의 그래프'), ('방정식과 부등식', '일차, 이차방정식', '이차방정식의 해법')]",3,2,69,0,3,1
800,800,"[('실수와 허수', '실수', '실수')]",3,1,27,0,4,1
801,801,"[('도형의 방정식', '도형의 이동', '평행이동'), ('방정식과 부등식', '이차방정식의 근과 계수의 관계', '이차방정식의 실근의 부호'), ('실수와 허수', '실수', '정수의 분류')]",3,3,69,0,2,1
802,802,"[('방정식과 부등식', '이차부등식과 연립이차부등식', '이차부등식의 해법')]",3,1,54,0,2,1
803,803,"[('집합과 명제', '집합의 연산법칙', '집합의 연산법칙')]",3,1,56,0,2,0
804,804,"[('다항식', '나머지 정리', '나머지 정리')]",3,1,29,0,2,1
805,805,"[('경우의 수', '순열과 조합', '순열')]",3,1,56,0,2,0
806,806,"[('집합과 명제', '집합', '집합의 포함 관계')]",3,1,48,0,3,1
807,807,"[('경우의 수', '경우의 수', '경우의 수')]",3,1,48,0,3,1
808,808,"[('함수', '함수', '함수의 그래프')]",3,1,31,0,4,1
809,809,"[('방정식과 부등식', '이차방정식과 이차함수', '이차방정식과 이차함수의 관계'), ('도형의 방정식', '평면좌표', '두 점 사이의 거리'), ('경우의 수', '경우의 수', '경우의 수')]",3,3,52,0,4,1
810,810,"[('집합과 명제', '집합의 연산법칙', '집합의 연산법칙')]",3,1,59,0,1,1
811,811,"[('방정식과 부등식', '일차, 이차방정식', '일차방정식의 해법')]",3,1,7,0,3,1
812,812,"[('경우의 수', '순열과 조합', '조합')]",3,1,39,0,2,1
813,813,"[('실수와 허수', '실수', '정수의 분류')]",3,1,58,0,4,1
814,814,"[('다항식', '인수분해', '다항식의 최대공약수와 최소공배수')]",3,1,8,0,4,1
815,815,"[('함수', '다항함수의 그래프', '이차함수의 그래프')]",3,1,57,0,2,1
816,816,"[('도형의 방정식', '도형의 이동', '대칭이동')]",3,1,60,0,3,0
817,817,"[('실수와 허수', '복소수', '복소수의 연산')]",3,1,35,0,3,1
818,818,"[('집합과 명제', '명제의 증명', '절대부등식의 활용')]",3,1,42,0,2,1
819,819,"[('실수와 허수', '실수', '제곱근, 세제곱근과 그 연산')]",3,1,33,0,2,1
820,820,"[('함수', '합성함수와 역함수', '합성함수')]",3,1,24,0,1,1
821,821,"[('실수와 허수', '실수', '실수'), ('함수', '무리함수의 그래프', '무리함수의 그래프'), ('함수', '무리함수의 그래프', '무리함수의 그래프')]",3,3,79,0,3,1
822,822,"[('도형의 방정식', '도형의 이동', '평행이동'), ('도형의 방정식', '원의 방정식', '두 원의 위치 관계')]",3,2,74,0,1,0
823,823,"[('집합과 명제', '명제의 증명', '명제의 증명'), ('도형의 방정식', '직선의 방정식', '점과 직선 사이의 거리')]",3,2,39,0,4,1
824,824,"[('집합과 명제', '집합의 연산법칙', '유한집합의 원소의 개수')]",3,1,57,0,2,1
825,825,"[('방정식과 부등식', '연립방정식', '공통근')]",3,1,36,0,3,0
826,826,"[('다항식', '인수분해', '인수분해의 기본 공식')]",3,1,5,0,2,0
827,827,"[('도형의 방정식', '원의 방정식', '두 원의 위치 관계')]",3,1,22,0,4,0
828,828,"[('도형의 방정식', '원의 방정식', '자취 문제(원)')]",3,1,46,0,4,0
829,829,"[('도형의 방정식', '원의 방정식', '자취 문제(원)')]",3,1,8,0,3,1
830,830,"[('경우의 수', '순열과 조합', '순열')]",3,1,40,0,3,1
831,831,"[('경우의 수', '경우의 수', '경우의 수')]",3,1,17,0,4,0
832,832,"[('실수와 허수', '실수', '무리수가 서로 같을 조건')]",3,1,14,0,4,1
833,833,"[('함수', '합성함수와 역함수', '합성함수')]",3,1,25,0,1,1
834,834,"[('경우의 수', '경우의 수', '경우의 수')]",3,1,13,0,4,1
835,835,"[('실수와 허수', '복소수', '허수와 복소수')]",3,1,38,0,3,1
836,836,"[('다항식', '다항식의 연산', '곱셈공식'), ('집합과 명제', '집합', '합집합, 교집합, 여집합, 차집합'), ('방정식과 부등식', '이차방정식의 판별식', '판별식의 활용')]",3,3,49,0,1,1
837,837,"[('실수와 허수', '복소수', '허수와 복소수')]",3,1,50,0,3,1
838,838,"[('도형의 방정식', '평면좌표', '선분의 내분점과 외분점')]",3,1,52,0,1,0
839,839,"[('실수와 허수', '복소수', '복소수의 연산')]",3,1,63,0,1,0
840,840,"[('집합과 명제', '집합', '집합과 원소')]",3,1,34,0,4,0
841,841,"[('함수', '다항함수의 그래프', '간단한 삼차함수의 그래프')]",3,1,7,0,2,1
842,842,"[('실수와 허수', '실수', '실수')]",3,1,49,0,3,0
843,843,"[('방정식과 부등식', '최대와 최소', '판별식을 이용하는 최대와 최소')]",3,1,10,0,2,1
844,844,"[('경우의 수', '경우의 수', '경우의 수')]",3,1,9,0,1,1
845,845,"[('도형의 방정식', '도형의 이동', '평행이동')]",3,1,31,0,4,1
846,846,"[('집합과 명제', '명제와 조건', '명제와 조건')]",3,1,12,0,4,1
847,847,"[('방정식과 부등식', '일차부등식과 연립일차부등식', '부등식의 성질과 일차부등식의 해법')]",3,1,56,0,2,1
848,848,"[('집합과 명제', '집합', '집합의 포함 관계')]",3,1,62,0,1,0
849,849,"[('실수와 허수', '복소수', '허수와 복소수')]",3,1,30,0,3,1
850,850,"[('함수', '함수', '함수의 그래프'), ('도형의 방정식', '도형의 이동', '대칭이동')]",3,2,45,0,3,1
851,851,"[('실수와 허수', '실수', '실수')]",3,1,65,0,2,1
852,852,"[('집합과 명제', '집합의 연산법칙', '유한집합의 원소의 개수')]",3,1,46,0,4,1
853,853,"[('집합과 명제', '명제의 증명', '절대부등식의 활용')]",3,1,39,0,3,1
854,854,"[('집합과 명제', '명제와 조건', '명제와 조건'), ('방정식과 부등식', '일차부등식과 연립일차부등식', '부등식의 성질과 일차부등식의 해법')]",3,2,63,0,1,1
855,855,"[('함수', '무리함수의 그래프', '무리식')]",3,1,62,0,4,1
856,856,"[('경우의 수', '경우의 수', '경우의 수'), ('실수와 허수', '실수', '정수의 분류'), ('도형의 방정식', '평면좌표', '두 점 사이의 거리')]",3,3,58,0,2,1
857,857,"[('집합과 명제', '집합의 연산법칙', '집합의 연산법칙')]",3,1,13,0,4,1
858,858,"[('집합과 명제', '집합', '집합의 포함 관계')]",3,1,8,0,1,1
859,859,"[('함수', '무리함수의 그래프', '무리식')]",3,1,32,0,2,1
860,860,"[('집합과 명제', '집합의 연산법칙', '집합의 연산법칙'), ('방정식과 부등식', '연립방정식', '연립일차방정식의 해법')]",3,2,32,0,3,1
861,861,"[('함수', '무리함수의 그래프', '무리함수의 그래프')]",3,1,41,0,2,0
862,862,"[('실수와 허수', '복소수', '허수와 복소수')]",3,1,45,0,4,1
863,863,"[('도형의 방정식', '도형의 이동', '평행이동')]",3,1,36,0,2,1
864,864,"[('집합과 명제', '명제와 조건', '명제의 역과 대우'), ('다항식', '나머지 정리', '인수정리와 고차식의 인수분해'), ('다항식', '나머지 정리', '나머지 정리')]",3,3,77,0,1,1
865,865,"[('집합과 명제', '명제와 조건', '명제의 역과 대우')]",3,1,11,0,2,0
866,866,"[('다항식', '나머지 정리', '인수정리와 고차식의 인수분해')]",3,1,55,0,2,0
867,867,"[('함수', '무리함수의 그래프', '무리함수의 그래프')]",3,1,51,0,2,0
868,868,"[('방정식과 부등식', '이차방정식과 이차함수', '이차방정식의 근의 분리'), ('다항식', '항등식과 미정계수', '다항식의 나눗셈과 항등식'), ('경우의 수', '순열과 조합', '순열')]",3,3,46,0,1,0
869,869,"[('집합과 명제', '명제와 조건', '명제와 조건'), ('실수와 허수', '실수', '제곱근, 세제곱근과 그 연산')]",3,2,48,0,1,1
870,870,"[('방정식과 부등식', '삼차방정식과 사차방정식', '삼차방정식과 사차방정식의 해법'), ('경우의 수', '경우의 수', '경우의 수')]",3,2,25,0,2,1
871,871,"[('함수', '합성함수와 역함수', '합성함수')]",3,1,58,0,4,0
872,872,"[('다항식', '항등식과 미정계수', '다항식의 나눗셈과 항등식')]",3,1,42,0,4,0
873,873,"[('경우의 수', '순열과 조합', '조합')]",3,1,27,0,1,0
874,874,"[('실수와 허수', '복소수', '복소수의 연산')]",3,1,61,0,4,1
875,875,"[('경우의 수', '순열과 조합', '조합')]",3,1,32,0,1,0
876,876,"[('다항식', '나머지 정리', '인수정리와 고차식의 인수분해')]",3,1,13,0,2,1
877,877,"[('경우의 수', '순열과 조합', '순열')]",3,1,57,0,4,0
878,878,"[('경우의 수', '경우의 수', '경우의 수')]",3,1,35,0,4,1
879,879,"[('실수와 허수', '실수', '무리수가 서로 같을 조건')]",3,1,33,0,2,1
880,880,"[('도형의 방정식', '평면좌표', '두 점 사이의 거리')]",3,1,35,0,1,0
881,881,"[('다항식', '항등식과 미정계수', '다항식의 나눗셈과 항등식')]",3,1,8,0,3,1
882,882,"[('방정식과 부등식', '이차방정식과 이차함수', '이차방정식의 근의 분리')]",3,1,7,0,3,1
883,883,"[('실수와 허수', '복소수', '복소수의 연산')]",3,1,58,0,2,1
884,884,"[('방정식과 부등식', '이차방정식의 판별식', '이차방정식의 판별식')]",3,1,35,0,3,0
885,885,"[('경우의 수', '경우의 수', '경우의 수')]",3,1,58,0,3,1
886,886,"[('실수와 허수', '실수', '정수의 분류'), ('방정식과 부등식', '삼차방정식과 사차방정식', '삼차방정식과 사차방정식의 해법'), ('집합과 명제', '명제의 증명', '명제의 증명')]",3,3,68,0,2,0
887,887,"[('경우의 수', '경우의 수', '경우의 수')]",3,1,34,0,1,0
888,888,"[('집합과 명제', '집합의 연산법칙', '집합의 연산법칙')]",3,1,24,0,2,1
889,889,"[('실수와 허수', '실수', '제곱근, 세제곱근과 그 연산')]",3,1,14,0,1,1
890,890,"[('도형의 방정식', '원의 방정식', '자취 문제(원)')]",3,1,12,0,4,0
891,891,"[('다항식', '인수분해', '기본 공식의 활용')]",3,1,18,0,1,1
892,892,"[('다항식', '항등식과 미정계수', '항등식의 성질과 미정계수법')]",3,1,65,0,4,0
893,893,"[('도형의 방정식', '도형의 이동', '평행이동')]",3,1,28,0,2,1
894,894,"[('경우의 수', '순열과 조합', '순열'), ('방정식과 부등식', '이차방정식과 이차함수', '이차방정식과 이차함수의 관계'), ('다항식', '다항식의 연산', '곱셈공식')]",3,3,44,0,2,0
895,895,"[('경우의 수', '순열과 조합', '조합')]",3,1,17,0,3,1
896,896,"[('집합과 명제', '집합의 연산법칙', '집합의 연산법칙')]",3,1,9,0,1,1
897,897,"[('함수', '무리함수의 그래프', '무리식'), ('방정식과 부등식', '이차방정식의 근과 계수의 관계', '이차방정식의 근과 계수의 관계'), ('다항식', '인수분해', '다항식의 최대공약수와 최소공배수')]",3,3,49,0,3,1
898,898,"[('집합과 명제', '명제와 조건', '충분조건, 필요조건'), ('함수', '다항함수의 그래프', '절댓값 기호가 있는 방정식의 그래프'), ('도형의 방정식', '도형의 이동', '평행이동')]",3,3,62,0,1,0
899,899,"[('도형의 방정식', '원의 방정식', '두 원의 위치 관계')]",3,1,18,0,2,1
900,900,"[('경우의 수', '순열과 조합', '조합')]",3,1,5,0,3,1
901,901,"[('다항식', '나머지 정리', '인수정리와 고차식의 인수분해')]",3,1,45,0,3,1
902,902,"[('방정식과 부등식', '이차방정식의 근과 계수의 관계', '이차방정식의 실근의 부호')]",3,1,60,0,2,1
903,903,"[('실수와 허수', '복소수', '복소수의 연산')]",3,1,52,0,3,0
904,904,"[('실수와 허수', '복소수', '복소수의 연산')]",3,1,32,0,2,1
905,905,"[('함수', '무리함수의 그래프', '무리함수의 그래프')]",3,1,54,0,4,0
906,906,"[('도형의 방정식', '원의 방정식', '원과 직선의 위치 관계')]",3,1,59,0,4,1
907,907,"[('도형의 방정식', '도형의 이동', '평행이동')]",3,1,7,0,2,0
908,908,"[('도형의 방정식', '도형의 이동', '평행이동')]",3,1,22,0,1,1
909,909,"[('방정식과 부등식', '이차방정식과 이차함수', '포물선과 직선의 위치 관계')]",3,1,55,0,1,1
910,910,"[('실수와 허수', '실수', '정수의 분류')]",3,1,10,0,2,0
911,911,"[('실수와 허수', '실수', '실수')]",3,1,51,0,4,1
912,912,"[('집합과 명제', '명제와 조건', '명제의 역과 대우')]",3,1,54,0,3,0
913,913,"[('방정식과 부등식', '일차, 이차방정식', '일차방정식의 해법')]",3,1,46,0,3,1
914,914,"[('실수와 허수', '복소수', '허수와 복소수'), ('방정식과 부등식', '최대와 최소', '이차함수의 최대와 최소')]",3,2,65,0,4,1
915,915,"[('경우의 수', '경우의 수', '경우의 수')]",3,1,42,0,3,1
916,916,"[('다항식', '나머지 정리', '나머지 정리')]",3,1,30,0,3,1
917,917,"[('다항식', '나머지 정리', '나머지 정리')]",3,1,51,0,1,0
918,918,"[('실수와 허수', '복소수', '복소수의 연산')]",3,1,6,0,1,1
919,919,"[('도형의 방정식', '원의 방정식', '자취 문제(원)')]",3,1,7,0,3,1
920,920,"[('함수', '합성함수와 역함수', '역함수')]",3,1,22,0,2,1
921,921,"[('도형의 방정식', '도형의 이동', '평행이동')]",3,1,35,0,3,1
922,922,"[('경우의 수', '순열과 조합', '조합')]",3,1,46,0,1,1
923,923,"[('집합과 명제', '집합', '집합의 포함 관계')]",3,1,17,0,1,1
924,924,"[('집합과 명제', '집합', '집합의 포함 관계')]",3,1,55,0,4,1
925,925,"[('실수와 허수', '실수', '정수의 분류')]",3,1,14,0,2,1
926,926,"[('함수', '유리함수의 그래프', '유리식')]",3,1,58,0,4,0
927,927,"[('도형의 방정식', '도형의 이동', '대칭이동'), ('방정식과 부등식', '최대와 최소', '이차함수의 최대와 최소')]",3,2,69,0,3,0
928,928,"[('다항식', '나머지 정리', '나머지 정리')]",3,1,53,0,4,1
929,929,"[('경우의 수', '순열과 조합', '순열')]",3,1,42,0,3,1
930,930,"[('방정식과 부등식', '연립방정식', '부정방정식')]",3,1,31,0,4,1
931,931,"[('집합과 명제', '명제와 조건', '명제의 역과 대우')]",3,1,8,0,4,1
932,932,"[('다항식', '인수분해', '인수분해의 기본 공식')]",3,1,28,0,4,1
933,933,"[('실수와 허수', '복소수', '복소수의 연산'), ('방정식과 부등식', '이차부등식과 연립이차부등식', '이차부등식의 해법')]",3,2,69,0,1,1
934,934,"[('경우의 수', '순열과 조합', '조합')]",3,1,13,0,1,1
935,935,"[('방정식과 부등식', '이차방정식의 판별식', '이차방정식의 판별식'), ('다항식', '다항식의 연산', '다항식의 정리'), ('경우의 수', '경우의 수', '경우의 수')]",3,3,80,0,4,0
936,936,"[('함수', '다항함수의 그래프', '일차함수의 그래프')]",3,1,30,0,2,1
937,937,"[('도형의 방정식', '원의 방정식', '원과 직선의 위치 관계')]",3,1,59,0,3,1
938,938,"[('도형의 방정식', '도형의 이동', '대칭이동')]",3,1,48,0,2,0
939,939,"[('함수', '함수', '일대일대응')]",3,1,8,0,4,1
940,940,"[('함수', '유리함수의 그래프', '유리식')]",3,1,19,0,4,1
941,941,"[('집합과 명제', '집합', '합집합, 교집합, 여집합, 차집합')]",3,1,26,0,1,1
942,942,"[('함수', '함수', '일대일대응'), ('다항식', '나머지 정리', '인수정리와 고차식의 인수분해')]",3,2,29,0,4,1
943,943,"[('실수와 허수', '실수', '실수')]",3,1,64,0,2,1
944,944,"[('함수', '무리함수의 그래프', '무리함수의 그래프')]",3,1,15,0,2,0
945,945,"[('실수와 허수', '실수', '정수의 분류')]",3,1,35,0,1,0
946,946,"[('집합과 명제', '집합의 연산법칙', '유한집합의 원소의 개수')]",3,1,43,0,4,1
947,947,"[('함수', '함수', '함수')]",3,1,52,0,4,1
948,948,"[('집합과 명제', '명제와 조건', '명제와 조건'), ('경우의 수', '경우의 수', '경우의 수'), ('방정식과 부등식', '이차방정식의 판별식', '이차방정식의 판별식')]",3,3,41,0,2,1
949,949,"[('도형의 방정식', '직선의 방정식', '점과 직선 사이의 거리')]",3,1,43,0,4,0
950,950,"[('다항식', '항등식과 미정계수', '다항식의 나눗셈과 항등식')]",3,1,38,0,3,0
951,951,"[('방정식과 부등식', '이차부등식과 연립이차부등식', '연립이차부등식의 해법')]",3,1,14,0,4,1
952,952,"[('함수', '함수', '일대일대응')]",3,1,9,0,1,1
953,953,"[('다항식', '항등식과 미정계수', '항등식의 성질과 미정계수법'), ('도형의 방정식', '도형의 이동', '대칭이동')]",3,2,49,0,1,1
954,954,"[('방정식과 부등식', '이차방정식의 근과 계수의 관계', '이차방정식의 실근의 부호')]",3,1,47,0,1,0
955,955,"[('도형의 방정식', '원의 방정식', '자취 문제(원)')]",3,1,27,0,4,0
956,956,"[('다항식', '항등식과 미정계수', '항등식의 성질과 미정계수법')]",3,1,40,0,3,1
957,957,"[('경우의 수', '순열과 조합', '조합')]",3,1,32,0,1,1
958,958,"[('경우의 수', '순열과 조합', '순열')]",3,1,49,0,1,0
959,959,"[('경우의 수', '경우의 수', '경우의 수')]",3,1,16,0,4,0
960,960,"[('다항식', '나머지 정리', '나머지 정리')]",3,1,30,0,2,1
961,961,"[('함수', '함수', '일대일대응'), ('다항식', '인수분해', '다항식의 최대공약수와 최소공배수'), ('다항식', '항등식과 미정계수', '항등식의 성질과 미정계수법')]",3,3,57,0,4,1
962,962,"[('함수', '유리함수의 그래프', '유리함수의 그래프'), ('집합과 명제', '집합의 연산법칙', '집합의 연산법칙'), ('다항식', '나머지 정리', '나머지 정리')]",3,3,60,0,2,0
963,963,"[('방정식과 부등식', '일차, 이차방정식', '일차방정식의 해법')]",3,1,40,0,3,0
964,964,"[('다항식', '인수분해', '기본 공식의 활용')]",3,1,21,0,1,0
965,965,"[('다항식', '인수분해', '기본 공식의 활용')]",3,1,16,0,1,1
966,966,"[('다항식', '항등식과 미정계수', '항등식의 성질과 미정계수법'), ('함수', '함수', '함수의 그래프'), ('방정식과 부등식', '삼차방정식과 사차방정식', '삼차방정식의 근과 계수의 관계')]",3,3,61,0,1,1
967,967,"[('집합과 명제', '집합', '합집합, 교집합, 여집합, 차집합')]",3,1,59,0,4,0
968,968,"[('경우의 수', '경우의 수', '경우의 수')]",3,1,5,0,3,0
969,969,"[('실수와 허수', '실수', '제곱근, 세제곱근과 그 연산')]",3,1,57,0,4,1
970,970,"[('다항식', '인수분해', '다항식의 최대공약수와 최소공배수'), ('실수와 허수', '복소수', '허수와 복소수')]",3,2,43,0,1,1
971,971,"[('실수와 허수', '실수', '제곱근, 세제곱근과 그 연산')]",3,1,37,0,2,1
972,972,"[('실수와 허수', '실수', '무리수가 서로 같을 조건')]",3,1,35,0,3,1
973,973,"[('방정식과 부등식', '이차방정식의 근과 계수의 관계', '이차방정식의 실근의 부호')]",3,1,6,0,4,1
974,974,"[('방정식과 부등식', '이차부등식과 연립이차부등식', '이차부등식의 해법')]",3,1,28,0,1,1
975,975,"[('집합과 명제', '집합', '합집합, 교집합, 여집합, 차집합')]",3,1,32,0,2,0
976,976,"[('함수', '함수', '함수')]",3,1,35,0,3,0
977,977,"[('집합과 명제', '집합', '합집합, 교집합, 여집합, 차집합')]",3,1,15,0,3,1
978,978,"[('함수', '다항함수의 그래프', '이차함수의 그래프')]",3,1,6,0,3,1
979,979,"[('도형의 방정식', '원의 방정식', '원과 직선의 위치 관계')]",3,1,52,0,1,0
980,980,"[('도형의 방정식', '직선의 방정식', '직선의 방정식')]",3,1,28,0,3,0
981,981,"[('경우의 수', '순열과 조합', '순열')]",3,1,34,0,2,1
982,982,"[('집합과 명제', '명제와 조건', '충분조건, 필요조건')]",3,1,19,0,1,1
983,983,"[('방정식과 부등식', '이차방정식과 이차함수', '이차방정식의 근의 분리')]",3,1,45,0,1,0
984,984,"[('방정식과 부등식', '이차방정식의 판별식', '이차방정식의 판별식')]",3,1,5,0,4,1
985,985,"[('집합과 명제', '집합의 연산법칙', '집합의 연산법칙')]",3,1,18,0,3,1
986,986,"[('경우의 수', '경우의 수', '경우의 수')]",3,1,50,0,4,0
987,987,"[('다항식', '항등식과 미정계수', '다항식의 나눗셈과 항등식')]",3,1,42,0,1,1
988,988,"[('함수', '함수', '일대일대응')]",3,1,32,0,1,1
989,989,"[('함수', '합성함수와 역함수', '역함수')]",3,1,8,0,3,1
990,990,"[('집합과 명제', '명제의 증명', '절대부등식의 활용')]",3,1,24,0,2,1
991,991,"[('함수', '유리함수의 그래프', '유리함수의 그래프')]",3,1,26,0,2,1
992,992,"[('방정식과 부등식', '이차방정식과 이차함수', '포물선과 직선의 위치 관계')]",3,1,34,0,3,1
993,993,"[('다항식', '항등식과 미정계수', '항등식의 성질과 미정계수법'), ('다항식', '항등식과 미정계수', '항등식의 성질과 미정계수법')]",3,2,47,0,1,0
994,994,"[('도형의 방정식', '원의 방정식', '원과 직선의 위치 관계')]",3,1,57,0,1,0
995,995,"[('방정식과 부등식', '일차부등식과 연립일차부등식', '여러 가지 부등식')]",3,1,28,0,3,1
996,996,"[('함수', '무리함수의 그래프', '무리식')]",3,1,45,0,2,0
997,997,"[('방정식과 부등식', '일차, 이차방정식', '일차방정식의 해법')]",3,1,25,0,1,0
998,998,"[('다항식', '항등식과 미정계수', '다항식의 나눗셈과 항등식')]",3,1,25,0,1,1
999,999,"[('다항식', '나머지 정리', '인수정리와 고차식의 인수분해'), ('방정식과 부등식', '삼차방정식과 사차방정식', '삼차방정식과 사차방정식의 해법'), ('경우의 수', '순열과 조합', '조합')]",3,3,51,0,1,0
